id,text,dialect
14255,امنيح انك اعملتي هيك وإنشاء الله ربنا ح بعطيكي مكافأه على يلي اعملتيه رفضتي انك تبني سعادتك على تعاسه زوجه ربنا يجزيك كل الخير حاولي تنسيه هوه متزوج وعندو اولاد وإنتي قلتي ابتعرفي زوجتو هاد الشغله صعبه كيف بدك اتواجهيها والله ح تفضل غضبانه عليكي نصيحتي انسي كل الموضوع كلو غلط ربنا يكون معك احنا خواتك وحبينا ننصحك,2
14256,مدت ايدها لتاخد الموبايل وتطفيه بس سبقها و اخدو,0
14257,يعني عشان مقبضش مات,2
14258,وكانت هي اخر نومه الو بهل حياه صارو الممرضين والأطباء يركضو والمستشفى كلها استنفرت,0
14259,يعني ع هالحاله كلنا مقضينا عالسبورت اذا كرمال المؤخرات,1
14260,و يعيط و يتفلت بحضني و يسب علي مسبات مش مفهومه,3
14261,بيسكوف لا يوجد حتى الآن ترتيبات محدده لاجتماع بوتين,1
14262,شايف محبه البرنامج اخد الترند الاول وانتو ياظالمين ضل حلقات وتودعونا لازم نغنيلكن روح فل ل,1
14263,قديه انت مثال عن الحضور والثقافه والجرأه وصوره حلوك عن الي منحلم فيه,1
14264,على قد ما ضحكتينا قبل بعترف انك بكيتيني الليله,1
14265,الكل زيك صار خايف والله,2
14266,هاد بحكم التخلف اللي عش بعقول الناس,2
14267,وحد الله يا عزيز وغالي لا بالله عليك هو انا عشان عزيز وغالي بدك تنكد عليي عيشتي لا يخوي بديش اكون لا عزيز ولا بطيخ عاملني زي اللي مش عزيز و غالي و تنكدش ع اهلي,3
14268,اليوم يوصل عا شغلو,1
14269,انا بطلت عارفه اعيط ع حالي ولا اعيط عليه,3
14270,اتفضلي اذا بتحبي تنطريه هو بالمسا قال راجع لان من امبارح مسافر,0
14271,بعد كم يوم رن هاتف البيت كنت بالمطبخ,0
14272,جو كنا ب موضوع انساني و عم نعمل توعيه للناس ليحموا ولادن لي بدك اتطلع واحد مهبول و اسمو يا تعتيري,1
14273,جوزي من الناس اللي كل حاجه بعقدها وبعملها قصه ما بيعرف يتصرف بايشي ما بيعرف يكون حنون لدرجه اني لو كنت متدايقه بعصب مني عشان انا متدايقه بيتزكر حالو يكون حنون وحبوب كل اربع خمس شهور مرا وبيوعدني وبياملني بعدين ولا بعبرني وانا حامل وصار عندي شبه اكتءاب داءم ودايما حاسه حالي مخنوقه,2
14274,قام و صار يحاول ياخدها منها ركضت و طلعت برا الغرفه,0
14275,بس انا حسيت بغلطتي ورحت الهم لحد الباب واستسمحتهم والاهل سامحوني,2
14276,ناولني الوحده من تحت الواحد,1
14277,عجبني ردك مختصر ومقنع,2
14278,رجعت رنت لقتو عاملها بلوك,3
14279,سألتها و ايش فيه و في سوء تفاهم بينا,3
14280,ضربه تصد لا ترد,1
14281,ان ك الأفضل و الأرقى بكل شي,1
14282,وازا ما طلعتلك وظيفه سحر,2
14283,بعد ما خلصت مخططاتي قمت بعمليه تهريب لدفتري السري و خبيتو بين صفته شلحاتي بالخزانه و امنت عليه تأمين تام بعدين رحت ع باب الحمام انتظر دوري في عمليه الدعك و فعلا اجا دوري و امي جلتني جلي طلعت من الحمام جلدي بتوهج بلون احمر ازا بلمسو بنشعط,3
14284,انشالله الله يجبرك ويئومك سالمه,2
14285,قعدو جنب بعض عالأرض,0
14286,اصوات الصواريخ طالعا من ارض على مش اليمن,1
14287,خلينا نخبي السياره تحت شي شجره و ننطر لتغيب الشمس,0
14288,اكتبولنا اسم المحافظه اللي انتوا منها والنعم منكم من وين ما كنتوا محافظه,3
14289,كتير كانت حلوه وصغيره والجو كان برد,0
14290,انا بعرف شو خطك بس انت ما بتعرف شو هو خطي,1
14291,مسكت جهاد ايدو وقالتلو يلا وطلعو درج البنايه وبلشو يغيبو شوي شوي عن عيون امها,0
14292,هه الينا سنين قاعدين ولا فارقه معنا,2
14293,ام كامل ابو هدبه,2
14294,لا خليتلها ياها مفاجئه,0
14295,هذا اليوم لابد ان يأتي فها انا اضحي من اجله,3
14296,ابو ايه بتزكر ما بنسى وقتا قلي بس تزعل روحي بتدبل خليني فرحها,0
14297,تقبرني ها لعيون غمزه برموش,1
14298,صبايا اللي عندها كوسا قديمه شوي تحطها في متلجه او بارده كتير نص ساعه وبترجع ممتازه للحفر او الطبيخ,2
14299,ماجلطني الا مافي كرامه بين المره وزوجها,2
14300,والله منا عارف اش احكي بعينك الله يختي اعملي بأصلك اشتري جاهز وضيفيها ع روح امك,2
14301,هدديها وامسحي فيها الارض بدل ماتحردي هدديها بقصتها القديمه والحاليه راح تخاف,2
14302,لكل اللي حابب يتعلم منفتح كل ايام الأسبوع,1
14303,طول عمرك عاقله وحكيمه بس المشكله هما بعصبونا وبخلو العقل يبطل يفهم,2
14304,والله اشي بقرف بطلت الناس تحس ف بعض قال معجنات قال,2
14305,مابعرف بس يمكن بالاستغفار بنمحي كتير ذنوب,2
14306,كل لحظه فكر حالي بلد عنجد شو ما حاسين اذا ما حاس اي تفو,1
14307,انا ابدا ما رح اعمل العمليه وهاد اخر كلام عندي هلأ القرار بأيدك انتي وعادل,0
14308,لشو بتعذبي حالك وبتقري لهيك ناس تركيهن يموتوا بغيظهم,1
14309,الدكتوره الحريق انطفى ببيتك بس بعدو شاعل بقلب و بدنا نطفيه شوي شوي وبحذر اي غلط ممكن يخلي الحريق يمتد بدنا نطول بالنا,0
14310,اردوغان تسليح للأكراد مناف للعلاقه الاستراتيجيه,1
14311,نقلت على الدعايه على عادل نفس الموضوع عن الطير ما ابيخو بس بطل و,1
14312,بيوم امي نزلتني اجيب تياب اخي سيف لتغسلهن دخلت غرفه اخي سيف كنت عم جمع تيابو لقيت بنات عريانين اباحيه وحتى تياب داخليه نسائيه وكان بالصدفه الكمبيوتر تبعو مفتوح بس على موقع اباحي انا تركت كل شي وطلعت بسرعه قبل ليجي اخدت التياب واطلعت لعند امي اللي قابلتها على الدرج,0
14313,تطلعت بوش البنت وكان احمر كتير كتير وحسيتا عرقانه,0
14314,و بتمنعو يتعامل مع اي انسان بحكي عن حالو انثى غيرها,3
14315,هو الرجال كيس شوكولا يجوز تقسيمه ع اكتر من شخص,2
14316,والله ياجوزي هالدفتر والقلم اخدو وقتك شو عم تكتب صرلك ايام,0
14317,و همه بحكو حكالو شايف هديك البنت ع هديك الطاوله اللي لابسه كحلي و راسها زي الانجاصه,3
14318,صار عمري سنين و تلات سنين ونص و بنتي الصغيره حياه عمرها سنتين وتلات شهور,0
14319,طب ما انتي لداويه لشو ما بتقولي بالآل شو طابخه,2
14320,اخخ شو عم تروحي عليكي,1
14321,ايش تواجه حتحرجو بزياده وتفتح باب حوار,2
14322,ياستي انا بيتي وسخ وريحتو مقرفه والدود طالع,2
14323,لماذا يشرب المسافرون عصير البندوره على متن الطائرات,1
14324,بس فتت الكل تطلعو فيني وما حكيو ولا حرف,0
14325,الحاره هاي تحتيها انفاق ما يعلم فيها الا الله,2
14326,بعدين سألني ازا اجت بنوته شو حابه تسميا,0
14327,شو عم تعمل,0
14328,بس انها بتتعمد تاخد الاغراض من بيتي عشان اروح اكل عندها واريحهم من الطبيخ والجليات بتصدقوا ان اولادي بتمر عليهم ايام بكونوا يبكو من جوعهم وانا مو قادره اطلب من ابوهم لأن بخيل وبسمعني كلمه قبل ما يجيب الغرض,2
14329,كملي فحر وديري الرز وصحه وهنا ويسلمو اديكي اتعبتي,2
14330,دقنو الاشقر شعراتو الي عطول بنزعلو ياهن,0
14331,عمي الحل يا ذهب يا مخدرات غير هيك انسى,3
14332,بالزبط متل النحت ع الشجر اللي قبال جسر,1
14333,انا رح جن منكن سلام عودي لعقلك رايح جيب تيته انا اتحط لالكن حد,0
14334,انو نتحرر من هالطبقه السياسيه الفاسده اللي عم تفرقنا,1
14335,ولا تغلب حالها قهوه ساده و تمر ازا في و لما يجو ترحب فيهم وازا لمحت حاجه حماتها تحكيلها مالنا نفس لهيك شغلات و خلص,2
